代码,name,现价,涨跌幅%,RSI,历史胜率%,信号强度,操作建议
600007,中国国贸,19.62,0.46,67.16,50.0,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603808,歌力思,8.85,3.39,67.2,51.05,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000599,青岛双星,6.51,4.33,67.22,55.64,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002027,分众传媒,7.62,2.42,67.24,46.07,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002031,巨轮智能,8.27,6.57,67.25,50.43,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002583,海能达,11.83,2.42,67.25,48.91,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002960,青鸟消防,11.26,-0.09,67.27,48.45,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600739,辽宁成大,12.18,-1.54,67.31,53.14,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603617,君禾股份,7.76,-0.51,67.32,46.84,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002386,天原股份,5.62,0.54,67.39,57.83,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002999,天禾股份,6.86,1.78,67.42,48.0,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002708,光洋股份,13.19,0.3,67.47,52.58,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002286,保龄宝,9.66,-0.1,67.51,45.12,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000919,金陵药业,7.74,0.52,67.53,59.13,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600390,五矿资本,5.73,-1.72,67.53,43.2,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002552,宝鼎科技,17.32,-0.8,67.54,54.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002328,新朋股份,6.95,-1.0,67.54,52.12,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002998,优彩资源,7.71,2.12,67.54,51.52,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603316,诚邦股份,15.49,-1.09,67.55,63.33,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600582,天地科技,5.9,0.51,67.57,55.97,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603022,新通联,10.6,-0.56,67.58,45.54,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601068,中铝国际,6.0,-1.96,67.58,45.61,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002835,同为股份,16.49,0.92,67.6,48.11,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000045,深纺织Ａ,12.35,1.06,67.6,52.59,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000917,电广传媒,10.96,-1.97,67.61,51.56,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000422,湖北宜化,14.94,-0.2,67.63,45.99,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002203,海亮股份,12.77,-1.54,67.64,48.68,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603505,金石资源,19.3,-1.13,67.65,56.38,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600769,祥龙电业,12.9,-1.75,67.65,55.41,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
605018,长华集团,11.4,0.88,67.66,41.67,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600282,南钢股份,5.45,2.83,67.68,49.34,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603359,东珠生态,9.6,5.61,67.72,56.31,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603187,海容冷链,15.64,1.3,67.74,35.87,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002474,榕基软件,10.41,3.89,67.74,61.76,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000737,北方铜业,15.53,-1.02,67.79,49.01,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000551,创元科技,14.93,2.33,67.8,42.15,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603856,东宏股份,12.73,1.19,67.81,52.17,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603999,读者传媒,7.23,0.98,67.82,55.67,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603132,金徽股份,15.14,0.26,67.83,35.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002786,银宝山新,8.88,1.49,67.86,47.37,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002828,贝肯能源,11.28,3.87,67.87,59.26,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002234,民和股份,8.94,1.48,67.88,49.77,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002357,富临运业,11.06,0.82,67.89,50.34,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002322,理工能科,12.53,0.4,67.89,47.52,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600773,西藏城投,13.48,-2.25,67.92,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600668,尖峰集团,11.55,0.35,67.95,42.56,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002277,友阿股份,8.11,3.31,67.98,40.68,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600271,航天信息,12.56,9.98,68.0,50.9,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600409,三友化工,6.54,-1.65,68.05,53.43,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000683,博源化工,7.66,-2.54,68.06,47.19,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002611,东方精工,19.28,0.36,68.06,58.97,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600029,南方航空,8.01,-1.72,68.06,52.12,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002986,宇新股份,11.18,0.45,68.07,46.39,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600732,爱旭股份,13.84,2.22,68.07,58.62,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002427,尤夫股份,6.8,3.82,68.11,44.26,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603116,红蜻蜓,6.31,1.77,68.14,49.64,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603276,恒兴新材,17.08,0.0,68.14,70.0,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002800,天顺股份,16.04,1.45,68.18,56.36,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002651,利君股份,12.24,3.55,68.2,50.62,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603311,金海高科,14.76,0.14,68.21,58.23,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603387,基蛋生物,8.47,0.59,68.22,65.31,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600860,京城股份,12.85,1.9,68.24,51.06,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000726,鲁  泰Ａ,7.15,-0.28,68.25,47.32,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600550,保变电气,11.63,0.78,68.27,42.3,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002161,远 望 谷,7.54,0.27,68.28,46.55,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000665,湖北广电,5.79,0.52,68.29,50.85,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601512,中新集团,9.58,1.81,68.31,42.03,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002700,万憬能源,7.0,1.3,68.32,49.44,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002073,软控股份,8.34,1.09,68.35,50.54,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603725,天安新材,9.4,1.08,68.38,59.21,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603928,兴业股份,17.5,0.46,68.42,66.22,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600876,凯盛新能,10.13,2.12,68.42,43.12,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600478,科力远,7.08,-2.75,68.42,52.34,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000998,隆平高科,9.51,0.0,68.42,56.39,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603258,电魂网络,18.97,0.9,68.42,51.59,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600352,浙江龙盛,11.27,-2.09,68.45,51.9,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603177,德创环保,11.5,0.61,68.46,46.02,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002866,传艺科技,18.34,1.21,68.47,44.09,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002034,旺能环境,16.18,0.0,68.48,45.19,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600366,宁波韵升,14.33,-0.83,68.5,47.94,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603977,国泰集团,14.95,3.96,68.51,48.24,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600330,天通股份,14.19,4.26,68.54,43.53,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002029,七 匹 狼,12.76,4.59,68.54,48.39,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002729,好利科技,16.31,0.06,68.56,40.41,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603889,新澳股份,8.06,4.13,68.57,54.05,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002587,奥拓电子,6.72,0.6,68.57,64.84,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600123,兰花科创,6.13,-0.97,68.57,49.25,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002945,华林证券,16.92,-10.0,68.59,48.61,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601636,旗滨集团,6.39,-1.69,68.6,52.55,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600727,鲁北化工,7.03,0.57,68.6,53.36,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
001239,永达股份,16.51,1.98,68.61,54.55,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600051,宁波联合,7.59,1.2,68.63,50.72,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600521,华海药业,18.08,0.56,68.68,59.92,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
605399,晨光新材,14.11,-0.42,68.69,43.94,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002313,日海智能,10.46,0.87,68.71,53.15,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000937,冀中能源,5.47,-0.55,68.75,47.5,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603730,岱美股份,8.72,-1.91,68.75,40.62,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600822,上海物贸,11.2,2.1,68.75,49.82,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000821,京山轻机,14.21,2.97,68.79,44.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600595,中孚实业,8.41,-0.71,68.81,47.34,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603126,中材节能,6.91,0.88,68.83,47.87,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002842,翔鹭钨业,15.8,-4.42,68.84,53.21,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000810,创维数字,12.35,0.57,68.84,46.04,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002530,金财互联,10.61,1.43,68.84,49.72,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000626,远大控股,8.12,2.65,68.85,44.95,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600173,卧龙新能,7.41,1.23,68.87,47.69,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600101,明星电力,9.47,0.74,68.89,43.97,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600719,大连热电,6.21,0.81,68.9,46.49,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002201,九鼎新材,11.78,9.99,68.91,45.54,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002809,红墙股份,10.77,1.99,68.92,49.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002399,海普瑞,12.08,-0.17,68.97,47.22,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603608,天创时尚,9.31,-0.64,68.97,42.98,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
003015,日久光电,15.97,0.25,68.99,73.81,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601999,出版传媒,7.03,0.86,69.05,47.95,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603153,上海建科,17.51,0.29,69.05,37.04,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002312,川发龙蟒,11.36,0.0,69.05,50.83,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601319,中国人保,9.8,-1.31,69.07,59.38,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603041,美思德,12.18,1.25,69.08,64.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600839,四川长虹,9.35,0.65,69.08,41.15,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600714,金瑞矿业,12.55,0.32,69.08,49.13,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002458,益生股份,8.9,2.18,69.12,45.13,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000856,冀东装备,10.26,1.99,69.13,49.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002237,恒邦股份,13.88,-0.5,69.14,56.6,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600517,国网英大,6.25,0.16,69.14,44.35,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600476,湘邮科技,16.3,2.58,69.15,58.39,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002072,凯瑞德,8.05,1.0,69.16,44.71,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600610,中毅达,10.27,0.98,69.18,48.05,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002973,侨银股份,14.1,-0.35,69.2,43.08,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002845,同兴达,14.73,1.8,69.2,32.94,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600728,佳都科技,6.73,1.66,69.23,48.77,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002449,国星光电,8.63,0.7,69.23,47.9,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002905,金逸影视,11.07,1.19,69.23,48.87,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603191,望变电气,16.2,4.18,69.26,41.86,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
605169,洪通燃气,13.63,1.72,69.28,40.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002065,东华软件,9.64,2.23,69.29,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000830,鲁西化工,17.09,-0.87,69.31,54.36,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002543,万和电气,10.19,0.3,69.32,46.2,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002355,兴民智通,6.6,0.15,69.33,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603176,汇通集团,5.41,1.69,69.33,57.58,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603027,千禾味业,10.12,-1.27,69.35,54.13,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603333,尚纬股份,8.99,10.04,69.36,52.1,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002068,黑猫股份,9.28,3.23,69.37,45.98,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002716,湖南白银,7.73,-3.25,69.4,52.78,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600676,交运股份,6.17,3.18,69.43,45.18,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002777,久远银海,18.46,1.43,69.45,45.81,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002734,利民股份,16.74,0.84,69.46,56.2,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002520,日发精机,6.4,3.56,69.47,56.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000590,启迪药业,11.6,0.0,69.47,54.32,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002806,华锋股份,12.49,0.48,69.48,54.95,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603506,南都物业,13.32,1.68,69.5,41.59,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000544,中原环保,8.37,0.0,69.57,54.15,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002454,松芝股份,8.81,0.34,69.61,49.01,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603227,雪峰科技,8.48,1.68,69.66,53.7,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600326,西藏天路,11.28,1.17,69.7,44.72,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601311,骆驼股份,9.35,-0.21,69.7,51.72,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603912,佳力图,8.7,-0.34,69.72,50.43,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002101,广东鸿图,12.38,0.24,69.75,47.09,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600131,国网信通,16.89,1.08,69.76,46.03,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000636,风华高科,17.21,0.53,69.78,47.54,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002852,道道全,10.98,2.04,69.81,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002688,金河生物,6.14,1.15,69.86,48.78,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603968,醋化股份,11.27,1.44,69.86,65.26,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002649,博彦科技,13.38,1.44,69.86,52.59,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603002,宏昌电子,7.74,-0.39,69.87,59.26,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603010,万盛股份,10.88,0.37,69.92,55.1,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603776,永安行,19.39,5.27,69.97,46.88,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
605077,华康股份,15.78,1.74,70.0,41.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600523,贵航股份,16.27,3.11,70.0,41.13,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601669,中国电建,5.37,0.94,70.0,55.88,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002467,二六三,6.18,0.49,70.0,51.81,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603855,华荣股份,19.87,0.76,70.0,47.83,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002634,棒杰股份,5.97,-0.67,70.05,53.46,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600367,红星发展,17.99,-1.69,70.07,50.75,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002490,山东墨龙,7.42,-3.64,70.18,43.24,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002645,华宏科技,15.42,-2.1,70.2,49.63,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002271,东方雨虹,14.59,4.44,70.21,48.42,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600235,民丰特纸,6.85,2.39,70.23,57.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600724,宁波富达,5.87,4.08,70.25,47.85,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603332,苏州龙杰,13.7,0.66,70.28,62.69,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002995,天地在线,17.78,3.01,70.3,42.68,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603318,水发燃气,6.84,3.48,70.37,51.82,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000885,城发环境,13.94,0.36,70.37,48.8,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600063,皖维高新,6.33,0.32,70.41,49.69,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002953,日丰股份,11.96,2.13,70.44,46.97,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600359,新农开发,7.43,-0.54,70.45,48.36,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600422,昆药集团,12.96,2.29,70.45,53.61,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002096,易普力,13.49,0.82,70.45,60.73,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603181,皇马科技,15.12,3.14,70.48,53.76,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600505,西昌电力,13.49,0.82,70.51,52.86,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600458,时代新材,14.01,-1.2,70.53,52.86,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601827,三峰环境,8.53,0.12,70.59,43.75,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601666,平煤股份,8.39,-0.12,70.59,50.48,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000510,新金路,12.71,-5.85,70.59,38.66,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600663,陆家嘴,8.15,1.37,70.59,47.82,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002011,盾安环境,12.94,-0.15,70.59,50.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603985,恒润股份,15.65,1.62,70.65,41.83,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603599,广信股份,11.99,-1.48,70.65,57.25,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600615,鑫源智造,11.83,1.02,70.67,53.99,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601798,蓝科高新,9.34,3.66,70.73,57.26,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002875,安奈儿,17.63,1.09,70.79,39.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603305,旭升集团,17.36,5.6,70.82,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
605158,华达新材,8.11,0.25,70.83,76.09,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
